sample_id,label,cluster_id,legacy_scv_cluster_id,x,y,row_10m,col_10m,source,cv_group,fold_id
NKY_PU_MEANOOB_000028,0,-1,-1,1715295.0,1151575.0,273,5718,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000028,1
NKY_PU_MEANOOB_000029,0,-1,-1,1717435.0,1151565.0,274,5932,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000029,0
NKY_PU_MEANOOB_000030,0,-1,-1,1705115.0,1151545.0,276,4700,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000030,0
NKY_PU_MEANOOB_000031,0,-1,-1,1719645.0,1151395.0,291,6153,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000031,2
NKY_PU_MEANOOB_000032,0,-1,-1,1717725.0,1151355.0,295,5961,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000032,2
NKY_PU_MEANOOB_000033,0,-1,-1,1708515.0,1151125.0,318,5040,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000033,1
NKY_PU_MEANOOB_000034,0,-1,-1,1713205.0,1151025.0,328,5509,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000034,4
NKY_PU_MEANOOB_000035,0,-1,-1,1716525.0,1150925.0,338,5841,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000035,3
NKY_PU_MEANOOB_000036,0,-1,-1,1708155.0,1150815.0,349,5004,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000036,3
NKY_PU_MEANOOB_000037,0,-1,-1,1718865.0,1150805.0,350,6075,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000037,2
NKY_PU_MEANOOB_000038,0,-1,-1,1713845.0,1150775.0,353,5573,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000038,2
NKY_PU_MEANOOB_000039,0,-1,-1,1721345.0,1150705.0,360,6323,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000039,0
NKY_PU_MEANOOB_000040,0,-1,-1,1709765.0,1150675.0,363,5165,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000040,2
NKY_PU_MEANOOB_000041,0,-1,-1,1718055.0,1150665.0,364,5994,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000041,3
NKY_PU_MEANOOB_000042,0,-1,-1,1707055.0,1150645.0,366,4894,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000042,0
NKY_PU_MEANOOB_000043,0,-1,-1,1719905.0,1150645.0,366,6179,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000043,1
NKY_PU_MEANOOB_000044,0,-1,-1,1720295.0,1150385.0,392,6218,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000044,2
NKY_PU_MEANOOB_000045,0,-1,-1,1720655.0,1150375.0,393,6254,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000045,2
NKY_PU_MEANOOB_000046,0,-1,-1,1721185.0,1150365.0,394,6307,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000046,2
NKY_PU_MEANOOB_000047,0,-1,-1,1717205.0,1150315.0,399,5909,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000047,1
NKY_PU_MEANOOB_000048,0,-1,-1,1710835.0,1150305.0,400,5272,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000048,2
NKY_PU_MEANOOB_000049,0,-1,-1,1719335.0,1150295.0,401,6122,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000049,1
NKY_PU_MEANOOB_000050,0,-1,-1,1710325.0,1150255.0,405,5221,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000050,4
NKY_PU_MEANOOB_000051,0,-1,-1,1704885.0,1150215.0,409,4677,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000051,1
NKY_PU_MEANOOB_000052,0,-1,-1,1704475.0,1150185.0,412,4636,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000052,3
NKY_PU_MEANOOB_000053,0,-1,-1,1709145.0,1150185.0,412,5103,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000053,3
NKY_PU_MEANOOB_000054,0,-1,-1,1717905.0,1150185.0,412,5979,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000054,3
NKY_PU_MEANOOB_000055,0,-1,-1,1706885.0,1150145.0,416,4877,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000055,3
NKY_PU_MEANOOB_000056,0,-1,-1,1713415.0,1150145.0,416,5530,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000056,2
NKY_PU_MEANOOB_000057,0,-1,-1,1719435.0,1150145.0,416,6132,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000057,4
NKY_PU_MEANOOB_000058,0,-1,-1,1711005.0,1150095.0,421,5289,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000058,1
NKY_PU_MEANOOB_000059,0,-1,-1,1708185.0,1150085.0,422,5007,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000059,1
NKY_PU_MEANOOB_000060,0,-1,-1,1709845.0,1150085.0,422,5173,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000060,2
NKY_PU_MEANOOB_000061,0,-1,-1,1720355.0,1150065.0,424,6224,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000061,4
NKY_PU_MEANOOB_000062,0,-1,-1,1722015.0,1150065.0,424,6390,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000062,3
NKY_PU_MEANOOB_000063,0,-1,-1,1708215.0,1150055.0,425,5010,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000063,4
NKY_PU_MEANOOB_000064,0,-1,-1,1719765.0,1150005.0,430,6165,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000064,1
NKY_PU_MEANOOB_000065,0,-1,-1,1709015.0,1149925.0,438,5090,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000065,0
NKY_PU_MEANOOB_000066,0,-1,-1,1722045.0,1149875.0,443,6393,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000066,0
NKY_PU_MEANOOB_000067,0,-1,-1,1709265.0,1149835.0,447,5115,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000067,4
NKY_PU_MEANOOB_000068,0,-1,-1,1704535.0,1149775.0,453,4642,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000068,0
NKY_PU_MEANOOB_000069,0,-1,-1,1704445.0,1149725.0,458,4633,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000069,3
NKY_PU_MEANOOB_000070,0,-1,-1,1720575.0,1149725.0,458,6246,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000070,3
NKY_PU_MEANOOB_000071,0,-1,-1,1705525.0,1149705.0,460,4741,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000071,1
NKY_PU_MEANOOB_000072,0,-1,-1,1719965.0,1149705.0,460,6185,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000072,0
NKY_PU_MEANOOB_000073,0,-1,-1,1720845.0,1149705.0,460,6273,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000073,3
NKY_PU_MEANOOB_000074,0,-1,-1,1710365.0,1149695.0,461,5225,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000074,1
NKY_PU_MEANOOB_000075,0,-1,-1,1711385.0,1149635.0,467,5327,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000075,0
NKY_PU_MEANOOB_000076,0,-1,-1,1708965.0,1149595.0,471,5085,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000076,4
NKY_PU_MEANOOB_000077,0,-1,-1,1707425.0,1149565.0,474,4931,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000077,4
NKY_PU_MEANOOB_000078,0,-1,-1,1708875.0,1149515.0,479,5076,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000078,0
NKY_PU_MEANOOB_000079,0,-1,-1,1714835.0,1149515.0,479,5672,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000079,0
NKY_PU_MEANOOB_000080,0,-1,-1,1716315.0,1149515.0,479,5820,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000080,3
NKY_PU_MEANOOB_000081,0,-1,-1,1716585.0,1149515.0,479,5847,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000081,3
NKY_PU_MEANOOB_000082,0,-1,-1,1708895.0,1149505.0,480,5078,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000082,4
NKY_PU_MEANOOB_000083,0,-1,-1,1717145.0,1149505.0,480,5903,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000083,0
NKY_PU_MEANOOB_000084,0,-1,-1,1708925.0,1149495.0,481,5081,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000084,0
NKY_PU_MEANOOB_000085,0,-1,-1,1711445.0,1149385.0,492,5333,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000085,3
NKY_PU_MEANOOB_000086,0,-1,-1,1722155.0,1149365.0,494,6404,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000086,1
NKY_PU_MEANOOB_000087,0,-1,-1,1710365.0,1149295.0,501,5225,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000087,0
NKY_PU_MEANOOB_000088,0,-1,-1,1710415.0,1149245.0,506,5230,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000088,1
NKY_PU_MEANOOB_000089,0,-1,-1,1721905.0,1149235.0,507,6379,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000089,1
NKY_PU_MEANOOB_000090,0,-1,-1,1705285.0,1149225.0,508,4717,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000090,2
NKY_PU_MEANOOB_000091,0,-1,-1,1719145.0,1149165.0,514,6103,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000091,4
NKY_PU_MEANOOB_000092,0,-1,-1,1709615.0,1149095.0,521,5150,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000092,1
NKY_PU_MEANOOB_000093,0,-1,-1,1707305.0,1149055.0,525,4919,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000093,1
NKY_PU_MEANOOB_000094,0,-1,-1,1719835.0,1149055.0,525,6172,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000094,1
NKY_PU_MEANOOB_000095,0,-1,-1,1704415.0,1148975.0,533,4630,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000095,3
NKY_PU_MEANOOB_000096,0,-1,-1,1713215.0,1148975.0,533,5510,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000096,4
NKY_PU_MEANOOB_000097,0,-1,-1,1708595.0,1148955.0,535,5048,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000097,0
NKY_PU_MEANOOB_000098,0,-1,-1,1706255.0,1148935.0,537,4814,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000098,1
NKY_PU_MEANOOB_000099,0,-1,-1,1716565.0,1148915.0,539,5845,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000099,1
NKY_PU_MEANOOB_000100,0,-1,-1,1705935.0,1148875.0,543,4782,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000100,0
NKY_PU_MEANOOB_000101,0,-1,-1,1711475.0,1148815.0,549,5336,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000101,3
NKY_PU_MEANOOB_000102,0,-1,-1,1705225.0,1148795.0,551,4711,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000102,2
NKY_PU_MEANOOB_000103,0,-1,-1,1717835.0,1148795.0,551,5972,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000103,2
NKY_PU_MEANOOB_000104,0,-1,-1,1715095.0,1148735.0,557,5698,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000104,4
NKY_PU_MEANOOB_000105,0,-1,-1,1717215.0,1148715.0,559,5910,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000105,0
NKY_PU_MEANOOB_000106,0,-1,-1,1711435.0,1148635.0,567,5332,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000106,0
NKY_PU_MEANOOB_000107,0,-1,-1,1706355.0,1148575.0,573,4824,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000107,3
NKY_PU_MEANOOB_000108,0,-1,-1,1708115.0,1148555.0,575,5000,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000108,3
NKY_PU_MEANOOB_000109,0,-1,-1,1722485.0,1148545.0,576,6437,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000109,0
NKY_PU_MEANOOB_000110,0,-1,-1,1707035.0,1148535.0,577,4892,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000110,4
NKY_PU_MEANOOB_000111,0,-1,-1,1707225.0,1148505.0,580,4911,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000111,0
NKY_PU_MEANOOB_000112,0,-1,-1,1723125.0,1148505.0,580,6501,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000112,0
NKY_PU_MEANOOB_000113,0,-1,-1,1708675.0,1148475.0,583,5056,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000113,2
NKY_PU_MEANOOB_000114,0,-1,-1,1718325.0,1148475.0,583,6021,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000114,3
NKY_PU_MEANOOB_000115,0,-1,-1,1705225.0,1148425.0,588,4711,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000115,4
NKY_PU_MEANOOB_000116,0,-1,-1,1713115.0,1148395.0,591,5500,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000116,2
NKY_PU_MEANOOB_000117,0,-1,-1,1716105.0,1148395.0,591,5799,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000117,1
NKY_PU_MEANOOB_000118,0,-1,-1,1706395.0,1148325.0,598,4828,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000118,1
NKY_PU_MEANOOB_000119,0,-1,-1,1720135.0,1148275.0,603,6202,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000119,2
NKY_PU_MEANOOB_000120,0,-1,-1,1709605.0,1148265.0,604,5149,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000120,0
NKY_PU_MEANOOB_000121,0,-1,-1,1722985.0,1148265.0,604,6487,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000121,3
NKY_PU_MEANOOB_000122,0,-1,-1,1715065.0,1148245.0,606,5695,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000122,0
NKY_PU_MEANOOB_000123,0,-1,-1,1703405.0,1148185.0,612,4529,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000123,0
NKY_PU_MEANOOB_000124,0,-1,-1,1721905.0,1148155.0,615,6379,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000124,0
NKY_PU_MEANOOB_000125,0,-1,-1,1704765.0,1148145.0,616,4665,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000125,3
NKY_PU_MEANOOB_000126,0,-1,-1,1722235.0,1148115.0,619,6412,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000126,2
NKY_PU_MEANOOB_000127,0,-1,-1,1707855.0,1148105.0,620,4974,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000127,3
NKY_PU_MEANOOB_000128,0,-1,-1,1722845.0,1148095.0,621,6473,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000128,0
NKY_PU_MEANOOB_000129,0,-1,-1,1712485.0,1148055.0,625,5437,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000129,2
NKY_PU_MEANOOB_000130,0,-1,-1,1708965.0,1147975.0,633,5085,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000130,1
NKY_PU_MEANOOB_000131,0,-1,-1,1723475.0,1147915.0,639,6536,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000131,1
NKY_PU_MEANOOB_000132,0,-1,-1,1715005.0,1147815.0,649,5689,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000132,2
NKY_PU_MEANOOB_000133,0,-1,-1,1706905.0,1147805.0,650,4879,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000133,4
NKY_PU_MEANOOB_000134,0,-1,-1,1714565.0,1147725.0,658,5645,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000134,1
NKY_PU_MEANOOB_000135,0,-1,-1,1704525.0,1147685.0,662,4641,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000135,0
NKY_PU_MEANOOB_000136,0,-1,-1,1703855.0,1147675.0,663,4574,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000136,2
NKY_PU_MEANOOB_000137,0,-1,-1,1707045.0,1147665.0,664,4893,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000137,1
NKY_PU_MEANOOB_000138,0,-1,-1,1710355.0,1147655.0,665,5224,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000138,0
NKY_PU_MEANOOB_000139,0,-1,-1,1708585.0,1147645.0,666,5047,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000139,4
NKY_PU_MEANOOB_000140,0,-1,-1,1722485.0,1147645.0,666,6437,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000140,2
NKY_PU_MEANOOB_000141,0,-1,-1,1722825.0,1147635.0,667,6471,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000141,1
NKY_PU_MEANOOB_000142,0,-1,-1,1720975.0,1147585.0,672,6286,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000142,1
NKY_PU_MEANOOB_000143,0,-1,-1,1724885.0,1147575.0,673,6677,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000143,3
NKY_PU_MEANOOB_000144,0,-1,-1,1713745.0,1147465.0,684,5563,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000144,3
NKY_PU_MEANOOB_000145,0,-1,-1,1697435.0,1147455.0,685,3932,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000145,2
NKY_PU_MEANOOB_000146,0,-1,-1,1734925.0,1147395.0,691,7681,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000146,1
NKY_PU_MEANOOB_000147,0,-1,-1,1723925.0,1147375.0,693,6581,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000147,3
NKY_PU_MEANOOB_000148,0,-1,-1,1705275.0,1147365.0,694,4716,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000148,4
NKY_PU_MEANOOB_000149,0,-1,-1,1713945.0,1147365.0,694,5583,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000149,2
NKY_PU_MEANOOB_000150,0,-1,-1,1714765.0,1147365.0,694,5665,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000150,4
NKY_PU_MEANOOB_000151,0,-1,-1,1715695.0,1147365.0,694,5758,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000151,2
NKY_PU_MEANOOB_000152,0,-1,-1,1714455.0,1147355.0,695,5634,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000152,1
NKY_PU_MEANOOB_000153,0,-1,-1,1713465.0,1147345.0,696,5535,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000153,0
NKY_PU_MEANOOB_000154,0,-1,-1,1703595.0,1147325.0,698,4548,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000154,2
NKY_PU_MEANOOB_000155,0,-1,-1,1715395.0,1147325.0,698,5728,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000155,4
NKY_PU_MEANOOB_000156,0,-1,-1,1703905.0,1147195.0,711,4579,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000156,4
NKY_PU_MEANOOB_000157,0,-1,-1,1707615.0,1147175.0,713,4950,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000157,3
NKY_PU_MEANOOB_000158,0,-1,-1,1726735.0,1147165.0,714,6862,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000158,1
NKY_PU_MEANOOB_000159,0,-1,-1,1725375.0,1147145.0,716,6726,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000159,1
NKY_PU_MEANOOB_000160,0,-1,-1,1734655.0,1147115.0,719,7654,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000160,4
NKY_PU_MEANOOB_000161,0,-1,-1,1697575.0,1147105.0,720,3946,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000161,1
NKY_PU_MEANOOB_000162,0,-1,-1,1716855.0,1147075.0,723,5874,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000162,2
NKY_PU_MEANOOB_000163,0,-1,-1,1710865.0,1147015.0,729,5275,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000163,1
NKY_PU_MEANOOB_000164,0,-1,-1,1719785.0,1146995.0,731,6167,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000164,4
NKY_PU_MEANOOB_000165,0,-1,-1,1718515.0,1146965.0,734,6040,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000165,1
NKY_PU_MEANOOB_000166,0,-1,-1,1722755.0,1146965.0,734,6464,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000166,4
NKY_PU_MEANOOB_000167,0,-1,-1,1727385.0,1146955.0,735,6927,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000167,4
NKY_PU_MEANOOB_000168,0,-1,-1,1705365.0,1146945.0,736,4725,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000168,3
NKY_PU_MEANOOB_000169,0,-1,-1,1720855.0,1146865.0,744,6274,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000169,1
NKY_PU_MEANOOB_000170,0,-1,-1,1719855.0,1146835.0,747,6174,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000170,3
NKY_PU_MEANOOB_000171,0,-1,-1,1717475.0,1146765.0,754,5936,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000171,4
NKY_PU_MEANOOB_000172,0,-1,-1,1703715.0,1146695.0,761,4560,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000172,2
NKY_PU_MEANOOB_000173,0,-1,-1,1717465.0,1146695.0,761,5935,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000173,0
NKY_PU_MEANOOB_000174,0,-1,-1,1704065.0,1146645.0,766,4595,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000174,4
NKY_PU_MEANOOB_000175,0,-1,-1,1713465.0,1146625.0,768,5535,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000175,0
NKY_PU_MEANOOB_000176,0,-1,-1,1716395.0,1146625.0,768,5828,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000176,2
NKY_PU_MEANOOB_000177,0,-1,-1,1723355.0,1146615.0,769,6524,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000177,2
NKY_PU_MEANOOB_000178,0,-1,-1,1725995.0,1146595.0,771,6788,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000178,4
NKY_PU_MEANOOB_000179,0,-1,-1,1706895.0,1146585.0,772,4878,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000179,2
NKY_PU_MEANOOB_000180,0,-1,-1,1697715.0,1146575.0,773,3960,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000180,2
NKY_PU_MEANOOB_000181,0,-1,-1,1734915.0,1146535.0,777,7680,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000181,3
NKY_PU_MEANOOB_000182,0,-1,-1,1702325.0,1146485.0,782,4421,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000182,1
NKY_PU_MEANOOB_000183,0,-1,-1,1712715.0,1146455.0,785,5460,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000183,2
NKY_PU_MEANOOB_000184,0,-1,-1,1715545.0,1146435.0,787,5743,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000184,4
NKY_PU_MEANOOB_000185,0,-1,-1,1696995.0,1146385.0,792,3888,pu_mean_oob_random_negative,NKY_PU_MEANOOB_000185,4
